loan_id,credit_score,risk_band,ml_default_score,score_date,score_band
LN0031999,614,Sub-Prime,0.0569,2026-03-06,Low Risk
LN0032000,843,Prime,0.1225,2026-03-06,Medium Risk
LN0032001,591,Sub-Prime,0.1345,2026-03-06,Medium Risk
LN0032002,805,Prime,0.1471,2026-03-06,Medium Risk
LN0032003,717,Near-Prime,0.3168,2026-03-06,High Risk
LN0032004,800,Prime,0.0339,2026-03-06,Low Risk
LN0032005,847,Prime,0.3133,2026-03-06,High Risk
LN0032006,790,Prime,0.034,2026-03-06,Low Risk
LN0032007,615,Sub-Prime,0.1364,2026-03-06,Medium Risk
LN0032008,603,Sub-Prime,0.3141,2026-03-06,High Risk
LN0032009,747,Near-Prime,0.1947,2026-03-06,Medium Risk
LN0032010,548,Deep Sub-Prime,0.4875,2026-03-06,High Risk
LN0032011,831,Prime,0.1077,2026-03-06,Medium Risk
LN0032012,480,Deep Sub-Prime,0.3439,2026-03-06,High Risk
LN0032013,849,Prime,0.036,2026-03-06,Low Risk
LN0032014,591,Sub-Prime,0.2648,2026-03-06,High Risk
LN0032015,631,Sub-Prime,0.2632,2026-03-06,High Risk
LN0032016,657,Sub-Prime,0.1834,2026-03-06,Medium Risk
LN0032017,620,Sub-Prime,0.0627,2026-03-06,Low Risk
LN0032018,678,Sub-Prime,0.2811,2026-03-06,High Risk
LN0032019,745,Near-Prime,0.4035,2026-03-06,High Risk
LN0032020,808,Prime,0.1774,2026-03-06,Medium Risk
LN0032021,775,Prime,0.2403,2026-03-06,Medium Risk
LN0032022,754,Prime,0.0588,2026-03-06,Low Risk
LN0032023,839,Prime,0.122,2026-03-06,Medium Risk
LN0032024,611,Sub-Prime,0.3709,2026-03-06,High Risk
LN0032025,766,Prime,0.1258,2026-03-06,Medium Risk
LN0032026,715,Near-Prime,0.2308,2026-03-06,Medium Risk
LN0032027,696,Near-Prime,0.093,2026-03-06,Low Risk
LN0032028,742,Near-Prime,0.1092,2026-03-06,Medium Risk
LN0032029,671,Sub-Prime,0.107,2026-03-06,Medium Risk
LN0032030,591,Sub-Prime,0.1775,2026-03-06,Medium Risk
LN0032031,570,Deep Sub-Prime,0.1366,2026-03-06,Medium Risk
LN0032032,786,Prime,0.1329,2026-03-06,Medium Risk
LN0032033,710,Near-Prime,0.3464,2026-03-06,High Risk
LN0032034,838,Prime,0.1133,2026-03-06,Medium Risk
LN0032035,712,Near-Prime,0.1412,2026-03-06,Medium Risk
LN0032036,754,Prime,0.1156,2026-03-06,Medium Risk
LN0032037,839,Prime,0.2708,2026-03-06,High Risk
LN0032038,700,Near-Prime,0.2271,2026-03-06,Medium Risk
LN0032039,775,Prime,0.2808,2026-03-06,High Risk
LN0032040,716,Near-Prime,0.1191,2026-03-06,Medium Risk
LN0032041,657,Sub-Prime,0.2513,2026-03-06,High Risk
LN0032042,742,Near-Prime,0.0492,2026-03-06,Low Risk
LN0032043,716,Near-Prime,0.2185,2026-03-06,Medium Risk
LN0032044,756,Prime,0.2669,2026-03-06,High Risk
LN0032045,583,Sub-Prime,0.079,2026-03-06,Low Risk
LN0032046,520,Deep Sub-Prime,0.2761,2026-03-06,High Risk
LN0032047,658,Sub-Prime,0.0744,2026-03-06,Low Risk
LN0032048,687,Near-Prime,0.0696,2026-03-06,Low Risk
LN0032049,805,Prime,0.0786,2026-03-06,Low Risk
LN0032050,699,Near-Prime,0.1265,2026-03-06,Medium Risk
LN0032051,563,Deep Sub-Prime,0.0905,2026-03-06,Low Risk
LN0032052,473,Deep Sub-Prime,0.2119,2026-03-06,Medium Risk
LN0032053,622,Sub-Prime,0.2492,2026-03-06,Medium Risk
LN0032054,661,Sub-Prime,0.1169,2026-03-06,Medium Risk
LN0032055,743,Near-Prime,0.1688,2026-03-06,Medium Risk
LN0032056,698,Near-Prime,0.3629,2026-03-06,High Risk
LN0032057,692,Near-Prime,0.0461,2026-03-06,Low Risk
LN0032058,522,Deep Sub-Prime,0.1236,2026-03-06,Medium Risk
LN0032059,811,Prime,0.1345,2026-03-06,Medium Risk
LN0032060,532,Deep Sub-Prime,0.2901,2026-03-06,High Risk
LN0032061,422,Deep Sub-Prime,0.0138,2026-03-06,Low Risk
LN0032062,757,Prime,0.2356,2026-03-06,Medium Risk
LN0032063,819,Prime,0.3365,2026-03-06,High Risk
LN0032064,424,Deep Sub-Prime,0.0393,2026-03-06,Low Risk
LN0032065,692,Near-Prime,0.0884,2026-03-06,Low Risk
LN0032066,831,Prime,0.104,2026-03-06,Medium Risk
LN0032067,506,Deep Sub-Prime,0.3159,2026-03-06,High Risk
LN0032068,695,Near-Prime,0.1081,2026-03-06,Medium Risk
LN0032069,694,Near-Prime,0.1091,2026-03-06,Medium Risk
LN0032070,732,Near-Prime,0.3451,2026-03-06,High Risk
LN0032071,665,Sub-Prime,0.4975,2026-03-06,High Risk
LN0032072,415,Deep Sub-Prime,0.1248,2026-03-06,Medium Risk
LN0032073,580,Sub-Prime,0.1904,2026-03-06,Medium Risk
LN0032074,774,Prime,0.2012,2026-03-06,Medium Risk
LN0032075,429,Deep Sub-Prime,0.2273,2026-03-06,Medium Risk
LN0032076,825,Prime,0.0614,2026-03-06,Low Risk
LN0032077,512,Deep Sub-Prime,0.0717,2026-03-06,Low Risk
LN0032078,809,Prime,0.0422,2026-03-06,Low Risk
LN0032079,765,Prime,0.1307,2026-03-06,Medium Risk
LN0032080,754,Prime,0.095,2026-03-06,Low Risk
LN0032081,729,Near-Prime,0.3443,2026-03-06,High Risk
LN0032082,568,Deep Sub-Prime,0.4364,2026-03-06,High Risk
LN0032083,737,Near-Prime,0.1273,2026-03-06,Medium Risk
LN0032084,764,Prime,0.0309,2026-03-06,Low Risk
LN0032085,695,Near-Prime,0.2399,2026-03-06,Medium Risk
LN0032086,792,Prime,0.2844,2026-03-06,High Risk
LN0032087,811,Prime,0.3881,2026-03-06,High Risk
LN0032088,801,Prime,0.3942,2026-03-06,High Risk
LN0032089,781,Prime,0.0203,2026-03-06,Low Risk
LN0032090,728,Near-Prime,0.0443,2026-03-06,Low Risk
LN0032091,747,Near-Prime,0.2074,2026-03-06,Medium Risk
LN0032092,785,Prime,0.0837,2026-03-06,Low Risk
LN0032093,600,Sub-Prime,0.302,2026-03-06,High Risk
LN0032094,828,Prime,0.1317,2026-03-06,Medium Risk
LN0032095,757,Prime,0.352,2026-03-06,High Risk
LN0032096,682,Near-Prime,0.3087,2026-03-06,High Risk
LN0032097,745,Near-Prime,0.1687,2026-03-06,Medium Risk
LN0032098,637,Sub-Prime,0.1305,2026-03-06,Medium Risk
LN0032099,769,Prime,0.247,2026-03-06,Medium Risk
LN0032100,829,Prime,0.0875,2026-03-06,Low Risk
LN0032101,685,Near-Prime,0.1686,2026-03-06,Medium Risk
LN0032102,627,Sub-Prime,0.272,2026-03-06,High Risk
LN0032103,792,Prime,0.2316,2026-03-06,Medium Risk
LN0032104,676,Sub-Prime,0.2081,2026-03-06,Medium Risk
LN0032105,833,Prime,0.5797,2026-03-06,Very High Risk
LN0032106,782,Prime,0.1462,2026-03-06,Medium Risk
LN0032107,705,Near-Prime,0.2243,2026-03-06,Medium Risk
LN0032108,789,Prime,0.3224,2026-03-06,High Risk
LN0032109,804,Prime,0.0713,2026-03-06,Low Risk
LN0032110,739,Near-Prime,0.1675,2026-03-06,Medium Risk
LN0032111,649,Sub-Prime,0.2231,2026-03-06,Medium Risk
LN0032112,681,Near-Prime,0.16,2026-03-06,Medium Risk
LN0032113,635,Sub-Prime,0.4043,2026-03-06,High Risk
LN0032114,704,Near-Prime,0.37,2026-03-06,High Risk
LN0032115,630,Sub-Prime,0.235,2026-03-06,Medium Risk
LN0032116,729,Near-Prime,0.2442,2026-03-06,Medium Risk
LN0032117,687,Near-Prime,0.1916,2026-03-06,Medium Risk
LN0032118,731,Near-Prime,0.1028,2026-03-06,Medium Risk
LN0032119,689,Near-Prime,0.0658,2026-03-06,Low Risk
LN0032120,498,Deep Sub-Prime,0.1588,2026-03-06,Medium Risk
LN0032121,415,Deep Sub-Prime,0.2489,2026-03-06,Medium Risk
LN0032122,730,Near-Prime,0.0813,2026-03-06,Low Risk
LN0032123,658,Sub-Prime,0.1053,2026-03-06,Medium Risk
LN0032124,807,Prime,0.4174,2026-03-06,High Risk
LN0032125,566,Deep Sub-Prime,0.3222,2026-03-06,High Risk
LN0032126,723,Near-Prime,0.3446,2026-03-06,High Risk
LN0032127,738,Near-Prime,0.5202,2026-03-06,Very High Risk
LN0032128,788,Prime,0.1603,2026-03-06,Medium Risk
LN0032129,738,Near-Prime,0.1092,2026-03-06,Medium Risk
LN0032130,735,Near-Prime,0.0608,2026-03-06,Low Risk
LN0032131,802,Prime,0.0817,2026-03-06,Low Risk
LN0032132,842,Prime,0.0788,2026-03-06,Low Risk
LN0032133,776,Prime,0.3182,2026-03-06,High Risk
LN0032134,823,Prime,0.0737,2026-03-06,Low Risk
LN0032135,668,Sub-Prime,0.2128,2026-03-06,Medium Risk
LN0032136,680,Near-Prime,0.1868,2026-03-06,Medium Risk
LN0032137,790,Prime,0.2714,2026-03-06,High Risk
LN0032138,699,Near-Prime,0.4331,2026-03-06,High Risk
LN0032139,577,Deep Sub-Prime,0.1082,2026-03-06,Medium Risk
LN0032140,765,Prime,0.1321,2026-03-06,Medium Risk
LN0032141,675,Sub-Prime,0.5506,2026-03-06,Very High Risk
LN0032142,795,Prime,0.0913,2026-03-06,Low Risk
LN0032143,733,Near-Prime,0.137,2026-03-06,Medium Risk
LN0032144,633,Sub-Prime,0.2078,2026-03-06,Medium Risk
LN0032145,685,Near-Prime,0.2328,2026-03-06,Medium Risk
LN0032146,550,Deep Sub-Prime,0.2435,2026-03-06,Medium Risk
LN0032147,839,Prime,0.0672,2026-03-06,Low Risk
LN0032148,619,Sub-Prime,0.5215,2026-03-06,Very High Risk
LN0032149,715,Near-Prime,0.3022,2026-03-06,High Risk
LN0032150,729,Near-Prime,0.1195,2026-03-06,Medium Risk
LN0032151,682,Near-Prime,0.3216,2026-03-06,High Risk
LN0032152,722,Near-Prime,0.184,2026-03-06,Medium Risk
LN0032153,788,Prime,0.087,2026-03-06,Low Risk
LN0032154,411,Deep Sub-Prime,0.537,2026-03-06,Very High Risk
LN0032155,694,Near-Prime,0.2574,2026-03-06,High Risk
LN0032156,646,Sub-Prime,0.4098,2026-03-06,High Risk
LN0032157,638,Sub-Prime,0.2423,2026-03-06,Medium Risk
LN0032158,691,Near-Prime,0.5575,2026-03-06,Very High Risk
LN0032159,509,Deep Sub-Prime,0.1832,2026-03-06,Medium Risk
LN0032160,757,Prime,0.0948,2026-03-06,Low Risk
LN0032161,476,Deep Sub-Prime,0.2662,2026-03-06,High Risk
LN0032162,713,Near-Prime,0.2577,2026-03-06,High Risk
LN0032163,693,Near-Prime,0.2238,2026-03-06,Medium Risk
LN0032164,694,Near-Prime,0.1081,2026-03-06,Medium Risk
LN0032165,706,Near-Prime,0.2204,2026-03-06,Medium Risk
LN0032166,738,Near-Prime,0.0265,2026-03-06,Low Risk
LN0032167,705,Near-Prime,0.4362,2026-03-06,High Risk
LN0032168,714,Near-Prime,0.158,2026-03-06,Medium Risk
LN0032169,442,Deep Sub-Prime,0.1171,2026-03-06,Medium Risk
LN0032170,740,Near-Prime,0.1998,2026-03-06,Medium Risk
LN0032171,736,Near-Prime,0.1684,2026-03-06,Medium Risk
LN0032172,818,Prime,0.3256,2026-03-06,High Risk
LN0032173,775,Prime,0.1194,2026-03-06,Medium Risk
LN0032174,767,Prime,0.1388,2026-03-06,Medium Risk
LN0032175,459,Deep Sub-Prime,0.1688,2026-03-06,Medium Risk
LN0032176,773,Prime,0.3267,2026-03-06,High Risk
LN0032177,703,Near-Prime,0.198,2026-03-06,Medium Risk
LN0032178,708,Near-Prime,0.2528,2026-03-06,High Risk
LN0032179,723,Near-Prime,0.0551,2026-03-06,Low Risk
LN0032180,682,Near-Prime,0.1534,2026-03-06,Medium Risk
LN0032181,825,Prime,0.0864,2026-03-06,Low Risk
LN0032182,408,Deep Sub-Prime,0.1929,2026-03-06,Medium Risk
LN0032183,618,Sub-Prime,0.123,2026-03-06,Medium Risk
LN0032184,689,Near-Prime,0.1446,2026-03-06,Medium Risk
LN0032185,789,Prime,0.2258,2026-03-06,Medium Risk
LN0032186,653,Sub-Prime,0.1106,2026-03-06,Medium Risk
LN0032187,628,Sub-Prime,0.0926,2026-03-06,Low Risk
LN0032188,631,Sub-Prime,0.1139,2026-03-06,Medium Risk
LN0032189,723,Near-Prime,0.2045,2026-03-06,Medium Risk
LN0032190,748,Near-Prime,0.0685,2026-03-06,Low Risk
LN0032191,500,Deep Sub-Prime,0.4769,2026-03-06,High Risk
LN0032192,680,Near-Prime,0.482,2026-03-06,High Risk
LN0032193,835,Prime,0.2489,2026-03-06,Medium Risk
LN0032194,701,Near-Prime,0.168,2026-03-06,Medium Risk
LN0032195,735,Near-Prime,0.4764,2026-03-06,High Risk
LN0032196,835,Prime,0.1946,2026-03-06,Medium Risk
LN0032197,752,Prime,0.1042,2026-03-06,Medium Risk
LN0032198,795,Prime,0.2481,2026-03-06,Medium Risk
LN0032199,587,Sub-Prime,0.1445,2026-03-06,Medium Risk
LN0032200,718,Near-Prime,0.0371,2026-03-06,Low Risk
LN0032201,806,Prime,0.0487,2026-03-06,Low Risk
LN0032202,841,Prime,0.0795,2026-03-06,Low Risk
LN0032203,653,Sub-Prime,0.2971,2026-03-06,High Risk
LN0032204,729,Near-Prime,0.2723,2026-03-06,High Risk
LN0032205,708,Near-Prime,0.3806,2026-03-06,High Risk
LN0032206,703,Near-Prime,0.4406,2026-03-06,High Risk
LN0032207,839,Prime,0.1732,2026-03-06,Medium Risk
LN0032208,697,Near-Prime,0.2139,2026-03-06,Medium Risk
LN0032209,765,Prime,0.1859,2026-03-06,Medium Risk
LN0032210,783,Prime,0.2097,2026-03-06,Medium Risk
LN0032211,704,Near-Prime,0.2712,2026-03-06,High Risk
LN0032212,831,Prime,0.3177,2026-03-06,High Risk
LN0032213,739,Near-Prime,0.3214,2026-03-06,High Risk
LN0032214,665,Sub-Prime,0.1981,2026-03-06,Medium Risk
LN0032215,776,Prime,0.0468,2026-03-06,Low Risk
LN0032216,590,Sub-Prime,0.111,2026-03-06,Medium Risk
LN0032217,652,Sub-Prime,0.2338,2026-03-06,Medium Risk
LN0032218,843,Prime,0.2366,2026-03-06,Medium Risk
LN0032219,741,Near-Prime,0.2336,2026-03-06,Medium Risk
LN0032220,600,Sub-Prime,0.1849,2026-03-06,Medium Risk
LN0032221,792,Prime,0.4781,2026-03-06,High Risk
LN0032222,761,Prime,0.1415,2026-03-06,Medium Risk
LN0032223,837,Prime,0.3259,2026-03-06,High Risk
LN0032224,701,Near-Prime,0.1537,2026-03-06,Medium Risk
LN0032225,649,Sub-Prime,0.112,2026-03-06,Medium Risk
LN0032226,751,Prime,0.1199,2026-03-06,Medium Risk
LN0032227,723,Near-Prime,0.4379,2026-03-06,High Risk
LN0032228,835,Prime,0.4867,2026-03-06,High Risk
LN0032229,843,Prime,0.0247,2026-03-06,Low Risk
LN0032230,690,Near-Prime,0.1781,2026-03-06,Medium Risk
LN0032231,519,Deep Sub-Prime,0.2845,2026-03-06,High Risk
LN0032232,402,Deep Sub-Prime,0.0887,2026-03-06,Low Risk
LN0032233,703,Near-Prime,0.2798,2026-03-06,High Risk
LN0032234,610,Sub-Prime,0.1207,2026-03-06,Medium Risk
LN0032235,705,Near-Prime,0.2997,2026-03-06,High Risk
LN0032236,714,Near-Prime,0.2551,2026-03-06,High Risk
LN0032237,580,Sub-Prime,0.4994,2026-03-06,High Risk
LN0032238,822,Prime,0.0415,2026-03-06,Low Risk
LN0032239,482,Deep Sub-Prime,0.0469,2026-03-06,Low Risk
LN0032240,598,Sub-Prime,0.0823,2026-03-06,Low Risk
LN0032241,686,Near-Prime,0.1422,2026-03-06,Medium Risk
LN0032242,630,Sub-Prime,0.0744,2026-03-06,Low Risk
LN0032243,401,Deep Sub-Prime,0.1179,2026-03-06,Medium Risk
LN0032244,554,Deep Sub-Prime,0.0264,2026-03-06,Low Risk
LN0032245,731,Near-Prime,0.0595,2026-03-06,Low Risk
LN0032246,719,Near-Prime,0.1086,2026-03-06,Medium Risk
LN0032247,684,Near-Prime,0.0312,2026-03-06,Low Risk
LN0032248,762,Prime,0.3105,2026-03-06,High Risk
LN0032249,668,Sub-Prime,0.1455,2026-03-06,Medium Risk
LN0032250,731,Near-Prime,0.3095,2026-03-06,High Risk
LN0032251,807,Prime,0.1553,2026-03-06,Medium Risk
LN0032252,789,Prime,0.2041,2026-03-06,Medium Risk
LN0032253,735,Near-Prime,0.1055,2026-03-06,Medium Risk
LN0032254,640,Sub-Prime,0.2262,2026-03-06,Medium Risk
LN0032255,702,Near-Prime,0.2943,2026-03-06,High Risk
LN0032256,782,Prime,0.3171,2026-03-06,High Risk
LN0032257,724,Near-Prime,0.1324,2026-03-06,Medium Risk
LN0032258,767,Prime,0.0961,2026-03-06,Low Risk
LN0032259,776,Prime,0.1721,2026-03-06,Medium Risk
LN0032260,797,Prime,0.3642,2026-03-06,High Risk
LN0032261,610,Sub-Prime,0.1987,2026-03-06,Medium Risk
LN0032262,660,Sub-Prime,0.0781,2026-03-06,Low Risk
LN0032263,822,Prime,0.1983,2026-03-06,Medium Risk
LN0032264,617,Sub-Prime,0.2732,2026-03-06,High Risk
LN0032265,737,Near-Prime,0.1018,2026-03-06,Medium Risk
LN0032266,693,Near-Prime,0.3703,2026-03-06,High Risk
LN0032267,740,Near-Prime,0.1194,2026-03-06,Medium Risk
LN0032268,736,Near-Prime,0.1041,2026-03-06,Medium Risk
LN0032269,830,Prime,0.2191,2026-03-06,Medium Risk
LN0032270,762,Prime,0.1375,2026-03-06,Medium Risk
LN0032271,731,Near-Prime,0.1743,2026-03-06,Medium Risk
LN0032272,732,Near-Prime,0.1636,2026-03-06,Medium Risk
LN0032273,493,Deep Sub-Prime,0.2263,2026-03-06,Medium Risk
LN0032274,649,Sub-Prime,0.1705,2026-03-06,Medium Risk
LN0032275,770,Prime,0.0162,2026-03-06,Low Risk
LN0032276,830,Prime,0.2497,2026-03-06,Medium Risk
LN0032277,680,Near-Prime,0.2528,2026-03-06,High Risk
LN0032278,754,Prime,0.1372,2026-03-06,Medium Risk
LN0032279,831,Prime,0.091,2026-03-06,Low Risk
LN0032280,537,Deep Sub-Prime,0.2259,2026-03-06,Medium Risk
LN0032281,738,Near-Prime,0.1005,2026-03-06,Medium Risk
LN0032282,840,Prime,0.0959,2026-03-06,Low Risk
LN0032283,778,Prime,0.5488,2026-03-06,Very High Risk
LN0032284,742,Near-Prime,0.0448,2026-03-06,Low Risk
LN0032285,736,Near-Prime,0.4336,2026-03-06,High Risk
LN0032286,433,Deep Sub-Prime,0.1254,2026-03-06,Medium Risk
LN0032287,782,Prime,0.1415,2026-03-06,Medium Risk
LN0032288,756,Prime,0.1072,2026-03-06,Medium Risk
LN0032289,710,Near-Prime,0.208,2026-03-06,Medium Risk
LN0032290,614,Sub-Prime,0.3361,2026-03-06,High Risk
LN0032291,776,Prime,0.1874,2026-03-06,Medium Risk
LN0032292,842,Prime,0.2178,2026-03-06,Medium Risk
LN0032293,490,Deep Sub-Prime,0.3255,2026-03-06,High Risk
LN0032294,478,Deep Sub-Prime,0.1248,2026-03-06,Medium Risk
LN0032295,742,Near-Prime,0.0445,2026-03-06,Low Risk
LN0032296,804,Prime,0.1314,2026-03-06,Medium Risk
LN0032297,774,Prime,0.3299,2026-03-06,High Risk
LN0032298,603,Sub-Prime,0.2041,2026-03-06,Medium Risk
LN0032299,762,Prime,0.2134,2026-03-06,Medium Risk
LN0032300,721,Near-Prime,0.1003,2026-03-06,Medium Risk
LN0032301,770,Prime,0.1847,2026-03-06,Medium Risk
LN0032302,721,Near-Prime,0.0546,2026-03-06,Low Risk
LN0032303,808,Prime,0.0185,2026-03-06,Low Risk
LN0032304,763,Prime,0.1284,2026-03-06,Medium Risk
LN0032305,779,Prime,0.4673,2026-03-06,High Risk
LN0032306,734,Near-Prime,0.2891,2026-03-06,High Risk
LN0032307,813,Prime,0.092,2026-03-06,Low Risk
LN0032308,766,Prime,0.2069,2026-03-06,Medium Risk
LN0032309,656,Sub-Prime,0.1739,2026-03-06,Medium Risk
LN0032310,695,Near-Prime,0.0642,2026-03-06,Low Risk
LN0032311,613,Sub-Prime,0.0605,2026-03-06,Low Risk
LN0032312,730,Near-Prime,0.0302,2026-03-06,Low Risk
LN0032313,645,Sub-Prime,0.2049,2026-03-06,Medium Risk
LN0032314,744,Near-Prime,0.2149,2026-03-06,Medium Risk
LN0032315,809,Prime,0.1078,2026-03-06,Medium Risk
LN0032316,849,Prime,0.2841,2026-03-06,High Risk
LN0032317,737,Near-Prime,0.0206,2026-03-06,Low Risk
LN0032318,593,Sub-Prime,0.0941,2026-03-06,Low Risk
LN0032319,753,Prime,0.2145,2026-03-06,Medium Risk
LN0032320,741,Near-Prime,0.1988,2026-03-06,Medium Risk
LN0032321,785,Prime,0.0646,2026-03-06,Low Risk
LN0032322,797,Prime,0.2561,2026-03-06,High Risk
LN0032323,649,Sub-Prime,0.1573,2026-03-06,Medium Risk
LN0032324,788,Prime,0.1146,2026-03-06,Medium Risk
LN0032325,626,Sub-Prime,0.1449,2026-03-06,Medium Risk
LN0032326,838,Prime,0.0337,2026-03-06,Low Risk
LN0032327,694,Near-Prime,0.0886,2026-03-06,Low Risk
LN0032328,739,Near-Prime,0.1876,2026-03-06,Medium Risk
LN0032329,770,Prime,0.1671,2026-03-06,Medium Risk
LN0032330,622,Sub-Prime,0.1115,2026-03-06,Medium Risk
LN0032331,777,Prime,0.1274,2026-03-06,Medium Risk
LN0032332,782,Prime,0.1432,2026-03-06,Medium Risk
LN0032333,809,Prime,0.1635,2026-03-06,Medium Risk
LN0032334,848,Prime,0.1449,2026-03-06,Medium Risk
LN0032335,655,Sub-Prime,0.0896,2026-03-06,Low Risk
LN0032336,707,Near-Prime,0.1454,2026-03-06,Medium Risk
LN0032337,689,Near-Prime,0.1043,2026-03-06,Medium Risk
LN0032338,704,Near-Prime,0.1053,2026-03-06,Medium Risk
LN0032339,538,Deep Sub-Prime,0.445,2026-03-06,High Risk
LN0032340,593,Sub-Prime,0.1202,2026-03-06,Medium Risk
LN0032341,763,Prime,0.385,2026-03-06,High Risk
LN0032342,735,Near-Prime,0.0726,2026-03-06,Low Risk
LN0032343,621,Sub-Prime,0.1121,2026-03-06,Medium Risk
LN0032344,635,Sub-Prime,0.1153,2026-03-06,Medium Risk
LN0032345,520,Deep Sub-Prime,0.0403,2026-03-06,Low Risk
LN0032346,464,Deep Sub-Prime,0.036,2026-03-06,Low Risk
LN0032347,764,Prime,0.2018,2026-03-06,Medium Risk
LN0032348,559,Deep Sub-Prime,0.2014,2026-03-06,Medium Risk
LN0032349,747,Near-Prime,0.2226,2026-03-06,Medium Risk
LN0032350,776,Prime,0.0745,2026-03-06,Low Risk
LN0032351,715,Near-Prime,0.2451,2026-03-06,Medium Risk
LN0032352,807,Prime,0.3708,2026-03-06,High Risk
LN0032353,806,Prime,0.2539,2026-03-06,High Risk
LN0032354,642,Sub-Prime,0.1237,2026-03-06,Medium Risk
LN0032355,705,Near-Prime,0.5704,2026-03-06,Very High Risk
LN0032356,618,Sub-Prime,0.046,2026-03-06,Low Risk
LN0032357,518,Deep Sub-Prime,0.0927,2026-03-06,Low Risk
LN0032358,734,Near-Prime,0.3701,2026-03-06,High Risk
LN0032359,696,Near-Prime,0.0354,2026-03-06,Low Risk
LN0032360,587,Sub-Prime,0.1402,2026-03-06,Medium Risk
LN0032361,731,Near-Prime,0.1387,2026-03-06,Medium Risk
LN0032362,717,Near-Prime,0.3618,2026-03-06,High Risk
LN0032363,685,Near-Prime,0.2145,2026-03-06,Medium Risk
LN0032364,790,Prime,0.3769,2026-03-06,High Risk
LN0032365,792,Prime,0.0469,2026-03-06,Low Risk
LN0032366,786,Prime,0.4514,2026-03-06,High Risk
LN0032367,720,Near-Prime,0.1365,2026-03-06,Medium Risk
LN0032368,845,Prime,0.0349,2026-03-06,Low Risk
LN0032369,782,Prime,0.3851,2026-03-06,High Risk
LN0032370,625,Sub-Prime,0.0731,2026-03-06,Low Risk
LN0032371,673,Sub-Prime,0.519,2026-03-06,Very High Risk
LN0032372,629,Sub-Prime,0.236,2026-03-06,Medium Risk
LN0032373,828,Prime,0.288,2026-03-06,High Risk
LN0032374,746,Near-Prime,0.1374,2026-03-06,Medium Risk
LN0032375,687,Near-Prime,0.1833,2026-03-06,Medium Risk
LN0032376,678,Sub-Prime,0.3213,2026-03-06,High Risk
LN0032377,640,Sub-Prime,0.0799,2026-03-06,Low Risk
LN0032378,774,Prime,0.2288,2026-03-06,Medium Risk
LN0032379,695,Near-Prime,0.3444,2026-03-06,High Risk
LN0032380,840,Prime,0.2653,2026-03-06,High Risk
LN0032381,820,Prime,0.1226,2026-03-06,Medium Risk
LN0032382,728,Near-Prime,0.0771,2026-03-06,Low Risk
LN0032383,537,Deep Sub-Prime,0.4915,2026-03-06,High Risk
LN0032384,695,Near-Prime,0.2316,2026-03-06,Medium Risk
LN0032385,638,Sub-Prime,0.3296,2026-03-06,High Risk
LN0032386,680,Near-Prime,0.3745,2026-03-06,High Risk
LN0032387,631,Sub-Prime,0.1317,2026-03-06,Medium Risk
LN0032388,688,Near-Prime,0.231,2026-03-06,Medium Risk
LN0032389,634,Sub-Prime,0.1625,2026-03-06,Medium Risk
LN0032390,685,Near-Prime,0.1333,2026-03-06,Medium Risk
LN0032391,733,Near-Prime,0.1994,2026-03-06,Medium Risk
LN0032392,717,Near-Prime,0.0373,2026-03-06,Low Risk
LN0032393,694,Near-Prime,0.2331,2026-03-06,Medium Risk
LN0032394,750,Prime,0.0938,2026-03-06,Low Risk
LN0032395,783,Prime,0.1326,2026-03-06,Medium Risk
LN0032396,701,Near-Prime,0.2418,2026-03-06,Medium Risk
LN0032397,583,Sub-Prime,0.0458,2026-03-06,Low Risk
LN0032398,713,Near-Prime,0.1803,2026-03-06,Medium Risk
LN0032399,559,Deep Sub-Prime,0.0568,2026-03-06,Low Risk
LN0032400,596,Sub-Prime,0.1447,2026-03-06,Medium Risk
LN0032401,680,Near-Prime,0.2301,2026-03-06,Medium Risk
LN0032402,739,Near-Prime,0.1815,2026-03-06,Medium Risk
LN0032403,707,Near-Prime,0.2109,2026-03-06,Medium Risk
LN0032404,691,Near-Prime,0.103,2026-03-06,Medium Risk
LN0032405,518,Deep Sub-Prime,0.2536,2026-03-06,High Risk
LN0032406,720,Near-Prime,0.1203,2026-03-06,Medium Risk
LN0032407,715,Near-Prime,0.1492,2026-03-06,Medium Risk
LN0032408,727,Near-Prime,0.2888,2026-03-06,High Risk
LN0032409,703,Near-Prime,0.1257,2026-03-06,Medium Risk
LN0032410,635,Sub-Prime,0.0955,2026-03-06,Low Risk
LN0032411,797,Prime,0.2103,2026-03-06,Medium Risk
LN0032412,815,Prime,0.2125,2026-03-06,Medium Risk
LN0032413,685,Near-Prime,0.3006,2026-03-06,High Risk
LN0032414,718,Near-Prime,0.0444,2026-03-06,Low Risk
LN0032415,600,Sub-Prime,0.0655,2026-03-06,Low Risk
LN0032416,842,Prime,0.2242,2026-03-06,Medium Risk
LN0032417,612,Sub-Prime,0.3762,2026-03-06,High Risk
LN0032418,612,Sub-Prime,0.2143,2026-03-06,Medium Risk
LN0032419,827,Prime,0.1576,2026-03-06,Medium Risk
LN0032420,814,Prime,0.2351,2026-03-06,Medium Risk
LN0032421,795,Prime,0.1,2026-03-06,Low Risk
LN0032422,767,Prime,0.1751,2026-03-06,Medium Risk
LN0032423,710,Near-Prime,0.1251,2026-03-06,Medium Risk
LN0032424,789,Prime,0.2396,2026-03-06,Medium Risk
